timestamp,hash,196 Albany,4101 White Plains Road,57 Cleveland Place,Bathgate Contract Postal Station,Bay Ridge 5th Avenue,Beach 39th,Bellevue Hospital,Belvis DTC,Bensonhurst 14th Avenue,Brooklyn Army Terminal,Canarsie Municipal Lot,Ida G. Israel CHC,Co-op City Retail Space,Coney Island Hospital,Jonathan Williams Houses,Vanderbilt,Woodside Houses,Cumberland DTC,Edward Grant,Elmhurst Hospital,East New York DTC,Fort Hamilton,Gouverneur Healthcare,Greenbelt Recreation Center,Harlem Hospital Center,Highbridge Pool,Jacobi Medical Center,JFK Airport,Kew Gardens,Kings County Hospital,LaGuardia Airport,Lefferts,Lincoln Medical Center,Mariners Harbor Library,Metropolitan Hospital,Midwood,Morrisania DTC,Mt. Loretto Sportsplex,North Central Bronx Hospital,Northern Boulevard,Old Broadway,Queens Hospital Center,Rain Boston Road Senior Center,Red Hook Recreation Center,Sorreno Recreation Center,St. Albans,St. George Ferry Terminal,St. James Recreation Center,Starret City,Dyckman Clinica de Las Americas,St. Nicholas CHC,Sydenham Health Center,Tremont CHC,Windsor Park Library,Woodhull Medical Center
2020-12-06T23:21:48.563Z,d5b0c9ef885877564c277745794ac769,NR,0,0,0,NR,30-60,0-30,NR,30-60,0-30,0-30,NR,0,NR,0-30,NR,NR,NR,30-60,NR,NR,NR,NR,0-30,30-60,60-90,0-30,0,0-30,0-30,NR,30-60,0,0,NR,90-120,0-30,0,NR,0-30,0,90-120,0-30,0,NR,0-30,0-30,NR,0,NR,NR,NR,NR,30-60,30-60
2020-12-07T13:23:10.562Z,62f4174935a8298e73cfe3162c5ef4fc,NR,NR,NR,NR,NR,NR,NR,NR,0,NR,0-30,NR,NR,NR,NR,NR,NR,NR,NR,0-30,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2020-12-07T13:33:13.218Z,00126f1e1d726c304c8d093c0272a496,NR,NR,NR,NR,NR,NR,90-120,NR,0,NR,0-30,NR,NR,NR,NR,NR,NR,NR,NR,0-30,NR,NR,NR,NR,0-30,NR,0-30,NR,NR,0-30,NR,NR,0,NR,NR,NR,NR,NR,NR,0-30,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2020-12-07T13:50:04.192Z,19b90b2bca48e0f40fb330097571753c,NR,NR,NR,NR,NR,NR,90-120,NR,0,NR,0-30,NR,NR,NR,NR,NR,NR,NR,NR,0-30,NR,NR,NR,NR,0-30,NR,0-30,NR,NR,0-30,NR,NR,0,NR,NR,NR,NR,NR,NR,0-30,NR,0-30,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2020-12-07T14:25:11.202Z,c7fb46f57f2807545c0f477cba714a36,NR,NR,0-30,NR,NR,NR,90-120,NR,0,0-30,0-30,NR,NR,0-30,NR,NR,NR,NR,NR,0-30,NR,30-60,NR,NR,0-30,NR,0-30,NR,NR,0-30,NR,NR,0,NR,NR,30-60,NR,NR,NR,0-30,NR,0-30,NR,0-30,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR
2020-12-07T14:37:12.458Z,daf452590ff2b3e193887db6e899c626,NR,NR,0-30,NR,NR,NR,90-120,NR,0-30,0-30,0-30,NR,NR,0-30,NR,NR,NR,NR,NR,0-30,NR,30-60,NR,NR,0-30,NR,0-30,NR,30-60,0-30,NR,30-60,0,NR,NR,30-60,NR,NR,30-60,0-30,NR,0-30,NR,0-30,NR,NR,NR,NR,0,NR,NR,NR,NR,0-30,NR
2020-12-07T14:45:58.887Z,14f69154b62bf29efaf9b454efb5a187,NR,NR,0-30,NR,NR,NR,90-120,NR,0-30,0-30,0-30,NR,NR,0-30,NR,NR,NR,NR,NR,0-30,NR,30-60,NR,NR,0-30,NR,0-30,NR,30-60,0-30,NR,30-60,0,NR,NR,30-60,NR,NR,30-60,0-30,0,0-30,NR,0-30,NR,NR,NR,NR,0,NR,NR,NR,NR,0-30,NR
2020-12-07T15:09:04.876Z,af55a2199b230ece24567ecbee54b369,0,30-60,0-30,NR,NR,NR,90-120,NR,0-30,0-30,0-30,NR,0,0-30,30-60,NR,NR,NR,NR,0-30,NR,60-90,NR,NR,30-60,NR,0-30,NR,30-60,0-30,NR,30-60,30-60,0,NR,60-90,30-60,NR,30-60,0-30,0,30-60,0-30,0,NR,0-30,NR,NR,0,NR,NR,NR,NR,0-30,60-90
2020-12-07T15:30:54.216Z,f16f20de1e6aeed99a831b1f1f10b2e3,0,30-60,0-30,0-30,NR,NR,60-90,NR,0-30,0-30,0,NR,0,0-30,30-60,NR,NR,NR,NR,0-30,NR,60-90,NR,NR,30-60,NR,0-30,NR,30-60,0-30,NR,30-60,30-60,0,NR,60-90,30-60,NR,30-60,0-30,0,30-60,0-30,0,NR,0,NR,NR,0,NR,NR,NR,NR,0-30,60-90
2020-12-07T15:46:05.351Z,bc36151f3f79d2917252ddcee9bb6e6a,0,30-60,0-30,0-30,NR,30-60,60-90,NR,0-30,0-30,0,NR,0,0-30,30-60,NR,NR,NR,NR,0-30,NR,60-90,NR,30-60,30-60,NR,0-30,0,30-60,0-30,NR,30-60,30-60,0,NR,60-90,30-60,NR,30-60,0-30,0,30-60,0-30,0,NR,0,NR,NR,0,NR,NR,NR,NR,0-30,60-90
2020-12-07T15:55:29.245Z,536b93ec541336c11609989626918fc0,0,30-60,0-30,0-30,NR,30-60,60-90,NR,0-30,0-30,0,NR,0,0-30,30-60,NR,NR,NR,NR,0-30,NR,60-90,NR,30-60,30-60,60-90,0-30,0,30-60,0-30,NR,30-60,30-60,0,NR,60-90,30-60,NR,30-60,0-30,0,30-60,0-30,0,NR,0,NR,NR,0,NR,NR,NR,NR,0-30,60-90
2020-12-07T16:23:32.575Z,14b8f30fdb7250689b66450369e8a174,0,30-60,0-30,0-30,NR,30-60,30-60,NR,0-30,0-30,0,NR,0,0-30,30-60,NR,NR,NR,NR,0-30,NR,60-90,NR,30-60,30-60,60-90,30-60,0,0,0-30,NR,30-60,30-60,0,NR,60-90,30-60,NR,30-60,0-30,0,30-60,0-30,0,NR,0,NR,NR,0,NR,NR,NR,NR,0-30,60-90
2020-12-07T16:57:21.219Z,56eb648e88a386cf52ee14aea7877659,0,0-30,0,30-60,NR,30-60,30-60,NR,0-30,0-30,0,NR,0,30-60,60-90,NR,NR,NR,90-120,0-30,NR,60-90,NR,30-60,30-60,60-90,30-60,0,0,0-30,NR,30-60,30-60,0,NR,60-90,30-60,30-60,30-60,30-60,0,30-60,0-30,0,NR,0,NR,NR,0,NR,NR,NR,NR,0-30,60-90
2020-12-07T17:22:05.935Z,3267de4deb4e6164730f210c00e96bef,0,0-30,0,30-60,NR,30-60,0-30,NR,30-60,0-30,0-30,NR,0,30-60,60-90,NR,NR,NR,90-120,60-90,NR,60-90,NR,30-60,30-60,60-90,30-60,0,0-30,0-30,NR,30-60,60-90,0,NR,60-90,30-60,30-60,30-60,30-60,0,>120,0-30,0-30,NR,0,NR,NR,0,NR,NR,NR,NR,0-30,60-90
2020-12-07T17:34:33.365Z,f8845e55da5f12ea1cec232b941521b4,0,0-30,0,30-60,NR,30-60,30-60,NR,30-60,0-30,0-30,NR,0,30-60,60-90,NR,NR,NR,90-120,60-90,NR,60-90,NR,30-60,30-60,60-90,30-60,0,0-30,0-30,NR,30-60,60-90,0,NR,60-90,30-60,30-60,30-60,30-60,0,>120,0-30,0-30,NR,0,NR,NR,0,NR,NR,NR,NR,30-60,60-90
2020-12-07T17:44:19.436Z,72adf318599a449ca4d6fcee0f418d9a,0,0-30,0,30-60,NR,30-60,60-90,NR,30-60,0-30,0-30,NR,0,30-60,60-90,NR,NR,NR,90-120,60-90,NR,60-90,NR,30-60,30-60,60-90,30-60,0,0-30,0-30,NR,30-60,60-90,0,NR,60-90,30-60,30-60,30-60,30-60,0,>120,0-30,0-30,NR,0,NR,NR,0,NR,NR,NR,NR,30-60,60-90
2020-12-07T18:00:11.355Z,c3c85f9482c22e916ce37e147e2787f8,0,0-30,0,30-60,NR,30-60,60-90,NR,30-60,0-30,0-30,NR,0,30-60,60-90,NR,NR,NR,90-120,60-90,NR,60-90,NR,30-60,30-60,60-90,30-60,0,0-30,0-30,NR,30-60,60-90,0,NR,60-90,30-60,30-60,30-60,30-60,0,>120,0-30,0-30,NR,0,NR,NR,0,NR,NR,NR,NR,30-60,60-90
2020-12-07T18:24:32.601Z,b332b2fdae4d7d55c2aa935b3a26243f,0,0-30,0,30-60,NR,30-60,60-90,NR,30-60,0-30,0-30,NR,0,30-60,30-60,NR,NR,NR,90-120,60-90,NR,60-90,NR,30-60,30-60,60-90,30-60,0,0-30,0-30,NR,30-60,60-90,0-30,NR,60-90,30-60,30-60,30-60,30-60,0,>120,0-30,0-30,NR,0,NR,NR,0,NR,NR,NR,NR,30-60,60-90
2020-12-07T18:53:19.064Z,5c1c3eafacdcc8c70101cc5cf7b3c638,0,0-30,0,30-60,NR,30-60,60-90,NR,30-60,0-30,0-30,NR,0,30-60,30-60,NR,NR,NR,90-120,60-90,NR,60-90,NR,30-60,30-60,60-90,30-60,0,0-30,0-30,NR,30-60,60-90,0-30,NR,60-90,30-60,30-60,30-60,30-60,0,>120,0-30,0-30,NR,0,NR,NR,0,NR,NR,NR,NR,30-60,30-60
2020-12-07T19:04:27.565Z,aad2afcffbdb0cfc0149d0944def7e4f,0,0-30,0,30-60,NR,30-60,60-90,NR,30-60,0-30,0-30,NR,0,30-60,30-60,NR,NR,NR,90-120,60-90,NR,60-90,NR,30-60,30-60,60-90,30-60,0,0-30,0-30,NR,30-60,60-90,0,NR,60-90,30-60,30-60,60-90,30-60,0,>120,0-30,0-30,NR,0,NR,NR,0,NR,NR,NR,NR,30-60,30-60
2020-12-07T19:22:00.517Z,0078367066159dabed45051408394539,0,30-60,0,30-60,NR,30-60,60-90,NR,30-60,0-30,0-30,NR,0,30-60,30-60,NR,NR,NR,90-120,30-60,NR,60-90,NR,30-60,30-60,60-90,30-60,0,0-30,0-30,NR,30-60,0-30,0,NR,60-90,30-60,30-60,60-90,30-60,0,>120,0-30,0,NR,0,NR,NR,0,NR,NR,NR,NR,30-60,30-60
2020-12-07T19:32:14.447Z,25a497bfb6d3125a92570fcd2c6f3991,0,30-60,0,30-60,NR,30-60,60-90,NR,30-60,0-30,0-30,NR,0,30-60,30-60,NR,NR,NR,90-120,30-60,NR,60-90,NR,30-60,30-60,60-90,30-60,0,0-30,0-30,NR,30-60,0-30,0,NR,60-90,30-60,30-60,60-90,30-60,0,>120,0-30,0,NR,0,NR,NR,0,NR,NR,NR,NR,30-60,30-60
2020-12-07T19:41:07.166Z,2150df976f2fb3d87e626338219b5c34,0,30-60,0,30-60,NR,30-60,60-90,NR,30-60,0-30,0-30,NR,0,30-60,30-60,NR,NR,NR,90-120,30-60,NR,60-90,NR,30-60,30-60,60-90,30-60,0,0-30,0-30,NR,30-60,0-30,0,NR,60-90,30-60,30-60,60-90,30-60,0,>120,0-30,0,NR,0,NR,NR,0,NR,NR,NR,NR,30-60,30-60
2020-12-07T19:49:13.889Z,a25ed887100e1a1b94cc8eecf22c843d,0,30-60,0,30-60,NR,30-60,60-90,NR,30-60,0-30,0-30,NR,0,30-60,30-60,NR,NR,NR,90-120,30-60,NR,60-90,NR,30-60,30-60,60-90,30-60,0,0-30,0-30,NR,30-60,0-30,0,NR,60-90,30-60,30-60,60-90,30-60,0,>120,0-30,0,NR,0,NR,NR,0,NR,NR,NR,NR,30-60,30-60
2020-12-07T19:57:23.886Z,3b01e2f22a7f4391c2add1771f7131b0,0,30-60,0,30-60,NR,30-60,0-30,NR,30-60,0-30,0-30,NR,0,30-60,30-60,NR,NR,NR,90-120,30-60,NR,60-90,NR,30-60,30-60,60-90,30-60,0,0-30,0-30,NR,30-60,0-30,0,NR,60-90,30-60,30-60,60-90,30-60,0,>120,0-30,0,NR,0,NR,NR,0,NR,NR,NR,NR,30-60,30-60
2020-12-07T20:21:48.862Z,33b0081b90add694174a422a6b620e0b,0,30-60,0-30,30-60,NR,30-60,0-30,NR,30-60,0-30,0-30,NR,0,30-60,30-60,NR,NR,NR,90-120,30-60,NR,60-90,NR,30-60,30-60,60-90,30-60,0,0-30,0-30,NR,30-60,0-30,0,NR,60-90,30-60,30-60,30-60,30-60,0,>120,0-30,0,NR,0,NR,NR,0,NR,NR,NR,NR,30-60,30-60
2020-12-07T20:43:03.709Z,bccd2fca7c040a6f1f0b69ecff2116d2,0,30-60,0-30,30-60,NR,30-60,0-30,NR,30-60,0-30,0-30,NR,0,30-60,30-60,NR,NR,NR,90-120,30-60,NR,60-90,NR,30-60,30-60,60-90,30-60,0,0-30,0-30,NR,30-60,0-30,0,NR,60-90,30-60,30-60,30-60,30-60,0,>120,0-30,0,NR,0,NR,NR,0,NR,NR,NR,NR,30-60,30-60
2020-12-07T20:51:06.758Z,c3cdd9f7886fdcdd07c01607e8de06c6,0,30-60,0-30,30-60,NR,30-60,0-30,NR,30-60,0-30,0-30,NR,0,30-60,30-60,NR,NR,NR,90-120,30-60,NR,60-90,NR,30-60,30-60,60-90,30-60,0,0-30,0-30,NR,30-60,0-30,0,NR,60-90,30-60,30-60,30-60,30-60,0,>120,0-30,0,NR,0,NR,NR,0,NR,NR,NR,NR,30-60,60-90
2020-12-07T21:21:03.669Z,e7b8b8e3dffab9e1f2785ed764234bde,0,30-60,0-30,30-60,NR,60-90,0-30,NR,30-60,0-30,0-30,NR,0,30-60,30-60,NR,NR,NR,90-120,30-60,NR,60-90,NR,30-60,30-60,60-90,30-60,0,0-30,0-30,NR,30-60,0-30,0,0,60-90,30-60,30-60,0-30,30-60,0,>120,0-30,0-30,NR,0,NR,NR,0,NR,NR,NR,NR,30-60,60-90
2020-12-07T21:33:29.151Z,cee168b191a7339170ee07e06029711a,0,30-60,0-30,30-60,NR,60-90,0-30,NR,30-60,0-30,0-30,NR,0,30-60,30-60,NR,NR,NR,90-120,30-60,NR,60-90,NR,30-60,30-60,60-90,30-60,0,0-30,0-30,NR,30-60,0-30,0,0,60-90,0-30,30-60,0-30,30-60,0,>120,0-30,0-30,NR,0,NR,NR,0,NR,NR,NR,NR,30-60,60-90
2020-12-07T21:45:07.426Z,d28bf429486d3cf4f27a291068141e64,0,30-60,0-30,30-60,NR,60-90,0-30,NR,30-60,0-30,0-30,NR,0,30-60,30-60,NR,NR,NR,90-120,30-60,NR,60-90,NR,30-60,30-60,60-90,30-60,0,0-30,30-60,NR,30-60,0-30,0,0,60-90,0-30,30-60,0-30,30-60,0,>120,0-30,0-30,NR,0,NR,NR,0,NR,NR,NR,NR,30-60,60-90
2020-12-07T21:53:01.874Z,e18ffef69d524d19824bcae710076d97,0,0,0-30,30-60,NR,60-90,0-30,NR,30-60,0-30,0-30,NR,0,30-60,30-60,NR,NR,NR,90-120,30-60,NR,60-90,NR,30-60,30-60,60-90,30-60,0,0-30,30-60,NR,30-60,0-30,0,0,60-90,0-30,30-60,0-30,30-60,0,>120,0-30,0-30,NR,0,NR,NR,0,NR,NR,NR,NR,30-60,60-90
2020-12-07T22:29:20.574Z,649f1c736bad6495ee69f32f66e697b4,0,0,0-30,30-60,NR,60-90,0-30,NR,30-60,0-30,0-30,NR,0,30-60,30-60,NR,NR,NR,90-120,30-60,NR,90-120,NR,30-60,30-60,60-90,30-60,0,0-30,30-60,NR,30-60,0-30,0,0,60-90,0-30,30-60,0-30,0-30,0,>120,0-30,0-30,NR,0,NR,NR,0,NR,NR,NR,NR,30-60,60-90
2020-12-07T22:46:55.813Z,c9e8355b26461cdf0cf152b88267e9a7,0,0,0-30,30-60,NR,60-90,0-30,NR,30-60,0-30,0-30,NR,0,30-60,30-60,NR,NR,NR,90-120,30-60,NR,90-120,NR,30-60,30-60,60-90,30-60,0,0-30,30-60,NR,60-90,0-30,0,0,60-90,0-30,30-60,0-30,0-30,0,>120,0-30,0-30,NR,0,NR,NR,0,NR,NR,NR,NR,30-60,60-90
2020-12-07T23:14:15.251Z,67c51724ef67e02086525d1a6cdfd5db,0,0,0-30,30-60,NR,60-90,0-30,NR,30-60,0-30,0-30,NR,0,30-60,30-60,NR,NR,NR,90-120,30-60,NR,90-120,NR,30-60,30-60,60-90,30-60,0,0-30,30-60,NR,60-90,0-30,0,0,60-90,0-30,30-60,0-30,0-30,0,>120,0-30,0-30,NR,0,NR,NR,0,NR,NR,NR,NR,30-60,60-90
2020-12-08T13:23:39.230Z,d291798e368929b3ed382c3e7e1b1824,NR,NR,NR,NR,NR,30-60,90-120,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,60-90,NR,NR,NR,NR,NR,NR,30-60,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,0-30,NR,NR,NR,NR,NR,NR,0,NR,NR,NR,NR,NR,NR
2020-12-08T13:33:54.687Z,7eef7f9c477b54e343c1a206c7dd1f01,NR,NR,NR,NR,NR,30-60,90-120,NR,0-30,0-30,NR,NR,NR,NR,NR,NR,NR,NR,NR,60-90,NR,NR,NR,NR,NR,NR,30-60,NR,NR,NR,NR,NR,0-30,NR,NR,NR,NR,NR,NR,NR,NR,0-30,NR,NR,NR,NR,NR,NR,0,NR,NR,NR,NR,NR,NR
2020-12-08T13:50:57.034Z,c688ff4622370cecee19bc6a8483f975,NR,NR,NR,NR,NR,30-60,90-120,NR,0-30,0-30,NR,NR,NR,NR,NR,NR,NR,NR,NR,60-90,NR,NR,NR,0-30,NR,NR,30-60,NR,NR,NR,NR,30-60,0-30,NR,NR,NR,NR,NR,NR,30-60,NR,0-30,NR,NR,NR,NR,NR,NR,0,NR,NR,NR,NR,NR,NR
2020-12-08T13:59:03.465Z,090250184247e6c43b72454e17dbab54,NR,NR,0-30,NR,NR,30-60,90-120,NR,0-30,0-30,NR,NR,NR,NR,NR,NR,NR,NR,NR,60-90,NR,NR,NR,0-30,NR,NR,30-60,NR,NR,NR,NR,30-60,0-30,NR,NR,NR,NR,NR,NR,30-60,NR,0-30,NR,NR,NR,NR,NR,NR,0,NR,NR,NR,NR,NR,NR
2020-12-08T14:25:40.877Z,f3e313b0cf52d8b5fd7ae971f8d75805,0,NR,0,NR,NR,30-60,90-120,NR,0-30,0-30,0-30,NR,NR,NR,30-60,NR,NR,NR,NR,60-90,NR,NR,NR,0-30,NR,30-60,30-60,NR,NR,30-60,NR,30-60,0-30,0,NR,30-60,NR,NR,30-60,30-60,NR,0-30,NR,0-30,NR,NR,NR,NR,0,NR,NR,NR,NR,30-60,NR
2020-12-08T14:38:10.268Z,b12eb53fee15478d6de4481dcdf44941,0,NR,0,NR,NR,30-60,90-120,NR,0-30,0-30,0-30,NR,NR,0-30,30-60,NR,NR,NR,NR,60-90,NR,NR,NR,0-30,NR,30-60,30-60,NR,NR,30-60,NR,30-60,0-30,0,NR,30-60,NR,NR,30-60,30-60,NR,0-30,NR,0-30,NR,NR,NR,NR,0,NR,NR,NR,NR,30-60,NR
2020-12-08T14:46:19.165Z,f6b3a29db45fd1ef71969932d4552299,0,0,0,NR,NR,30-60,90-120,NR,0-30,0-30,0-30,NR,NR,0-30,30-60,NR,NR,NR,NR,60-90,NR,NR,NR,0-30,NR,30-60,30-60,NR,NR,30-60,NR,30-60,0-30,0,NR,30-60,NR,NR,30-60,30-60,NR,0-30,NR,0-30,NR,NR,NR,NR,0,NR,NR,NR,NR,30-60,NR
2020-12-08T14:54:28.389Z,2e5984916ac740c4843b63f019eb9ae3,0,0,0,NR,NR,30-60,90-120,NR,0-30,0-30,0-30,NR,0,0-30,30-60,NR,NR,NR,NR,60-90,NR,NR,NR,0-30,NR,30-60,30-60,NR,NR,30-60,NR,30-60,0-30,0,NR,30-60,NR,NR,30-60,30-60,NR,0-30,NR,0-30,NR,NR,NR,NR,0,NR,NR,NR,NR,30-60,30-60
2020-12-08T15:10:32.662Z,94baafc4fad3e22b24d8ebfc2fd732d5,0,0,0,NR,NR,30-60,90-120,NR,60-90,0-30,0-30,NR,0,0-30,30-60,NR,NR,NR,NR,60-90,NR,NR,NR,0-30,NR,30-60,0-30,NR,NR,30-60,NR,30-60,30-60,0,NR,30-60,30-60,NR,30-60,30-60,NR,0-30,NR,0-30,NR,NR,NR,30-60,0,NR,NR,NR,NR,30-60,30-60
2020-12-08T15:31:53.241Z,57ffe0d4ac650bbf3165f6de886a89b5,0,0,0,NR,NR,30-60,60-90,NR,60-90,0-30,0-30,NR,0,0-30,30-60,NR,NR,NR,NR,60-90,NR,NR,NR,0-30,NR,60-90,0-30,NR,NR,30-60,NR,60-90,30-60,0,NR,30-60,30-60,NR,30-60,30-60,0,0-30,NR,0-30,NR,NR,NR,30-60,0,NR,NR,NR,NR,30-60,30-60
2020-12-08T15:46:37.544Z,398b03ee3760f71c739086bf60e9479d,0,0,0,NR,NR,30-60,60-90,NR,60-90,0-30,0-30,NR,0,0-30,30-60,NR,NR,NR,30-60,60-90,NR,NR,NR,0-30,NR,60-90,0-30,0,30-60,30-60,NR,60-90,30-60,0,NR,30-60,30-60,NR,30-60,30-60,0,0-30,0-30,0-30,NR,NR,NR,30-60,0,NR,NR,NR,NR,30-60,30-60
2020-12-08T15:55:34.552Z,c5df03b9c6684cb078c499a8d97a1e9d,0,0,0,NR,NR,30-60,60-90,NR,60-90,0-30,0-30,NR,0,0-30,30-60,NR,NR,NR,30-60,60-90,NR,NR,NR,0-30,NR,60-90,0-30,0,30-60,30-60,NR,60-90,30-60,0,NR,30-60,30-60,NR,30-60,30-60,0,0-30,0-30,0-30,NR,NR,NR,30-60,0,NR,NR,NR,NR,30-60,30-60
2020-12-08T16:25:35.587Z,ba2c647e5f8b2f6150316208f02a0f8d,0,0,0,NR,NR,30-60,60-90,NR,60-90,0-30,0-30,NR,0,0-30,0-30,NR,NR,NR,30-60,60-90,NR,30-60,NR,30-60,NR,60-90,0-30,0,30-60,30-60,NR,60-90,30-60,0-30,NR,30-60,30-60,30-60,30-60,30-60,0,0-30,0-30,0-30,NR,0,NR,30-60,0,NR,NR,NR,NR,30-60,30-60
2020-12-08T16:59:54.275Z,b43b1fa3b2595dd29ecba93cd43d001d,0,90-120,0,NR,NR,30-60,60-90,NR,60-90,0-30,0-30,NR,0-30,0-30,0-30,NR,NR,NR,30-60,60-90,NR,30-60,NR,30-60,NR,60-90,0-30,0,30-60,30-60,NR,60-90,30-60,0-30,NR,30-60,30-60,30-60,30-60,30-60,0,0-30,0-30,0-30,NR,0,NR,30-60,0,NR,NR,NR,NR,30-60,30-60
2020-12-08T17:24:37.888Z,865b17ae1d7ec8bde05868e2ba6699da,0,90-120,0,0-30,NR,30-60,60-90,NR,90-120,0-30,0-30,NR,0-30,0-30,0-30,NR,NR,NR,30-60,60-90,NR,30-60,NR,30-60,NR,60-90,0,0,30-60,30-60,0,60-90,0-30,0-30,NR,30-60,30-60,30-60,30-60,30-60,0,0-30,0-30,0-30,NR,0-30,NR,30-60,0,NR,NR,NR,NR,0-30,30-60
2020-12-08T17:37:33.619Z,9e142400eca7e3a840e2c66e460cd944,0,90-120,0,0-30,NR,30-60,60-90,NR,90-120,0-30,0-30,NR,0-30,0-30,0-30,NR,NR,NR,30-60,60-90,NR,30-60,NR,30-60,NR,60-90,0,0,30-60,30-60,0,60-90,0-30,0,NR,30-60,30-60,30-60,30-60,30-60,0,0-30,0-30,0-30,NR,0-30,NR,30-60,0,NR,NR,NR,NR,0-30,30-60
2020-12-08T17:46:16.063Z,61c6584a3a4a2fda3e07b9e646345467,0,90-120,0,0-30,NR,30-60,60-90,NR,90-120,0-30,0-30,NR,0,0-30,0-30,NR,NR,NR,30-60,60-90,NR,30-60,NR,30-60,NR,60-90,0,0,30-60,30-60,0,60-90,0-30,0,NR,30-60,30-60,30-60,0-30,30-60,0,0-30,0-30,0-30,NR,0-30,NR,30-60,0,NR,NR,NR,NR,0-30,30-60
2020-12-08T17:54:09.761Z,97585be40f6fcc3ed7cbd712f7de8adf,0,90-120,0,0-30,NR,30-60,60-90,NR,90-120,0-30,0-30,NR,0,0-30,0-30,NR,NR,NR,30-60,60-90,NR,30-60,NR,30-60,NR,60-90,0,0,30-60,30-60,0,60-90,0-30,0,NR,30-60,30-60,30-60,0-30,30-60,0,0-30,0-30,0-30,NR,0-30,NR,30-60,0,NR,NR,NR,NR,0-30,30-60
2020-12-08T18:09:41.984Z,c3bd1781671946cde7b6a349dc5a1b4a,0,90-120,0,0-30,NR,30-60,60-90,NR,90-120,0-30,0-30,NR,0,0-30,0-30,NR,NR,NR,30-60,60-90,NR,30-60,NR,30-60,30-60,60-90,0,0,30-60,0-30,0,60-90,0-30,0,NR,30-60,30-60,30-60,0-30,30-60,0,30-60,0-30,0-30,NR,0-30,NR,30-60,0,NR,NR,NR,NR,0-30,30-60
2020-12-08T18:32:22.917Z,d1465d6ce564d4b5dff11960672be46b,0,90-120,0,0-30,NR,30-60,60-90,NR,90-120,0-30,0-30,NR,0,0-30,0-30,NR,NR,NR,30-60,60-90,NR,30-60,NR,30-60,30-60,60-90,0,0,30-60,0-30,0,60-90,0-30,0,NR,30-60,30-60,30-60,0-30,0-30,0,30-60,0-30,0-30,NR,0-30,NR,30-60,0,NR,NR,NR,NR,0-30,30-60
2020-12-08T18:47:57.636Z,4d511fb305b76a27be886521f79744f9,0,90-120,0,0-30,NR,30-60,60-90,NR,90-120,0-30,0-30,NR,0,0-30,30-60,NR,NR,NR,30-60,60-90,NR,30-60,NR,30-60,30-60,60-90,0,0,30-60,0-30,0,60-90,0-30,0,NR,30-60,30-60,30-60,0-30,0-30,0,30-60,0-30,0-30,NR,0-30,NR,30-60,0,NR,NR,NR,NR,0-30,60-90
2020-12-08T18:56:00.888Z,415a44a0aeaa2171f33d5a9517349c14,0,90-120,0,0-30,NR,30-60,60-90,NR,90-120,0-30,0-30,NR,0,0-30,30-60,NR,NR,NR,30-60,60-90,NR,30-60,NR,30-60,30-60,60-90,0,0,30-60,0-30,0,60-90,0-30,0,NR,30-60,30-60,30-60,0-30,0-30,0,30-60,0-30,0-30,NR,0-30,NR,30-60,0,NR,NR,NR,NR,0-30,60-90
2020-12-08T19:16:26.912Z,b6b8c5d7675d3b6bfac92426617172e1,0,90-120,0,0,NR,30-60,60-90,NR,60-90,0-30,0-30,NR,0-30,0-30,30-60,NR,NR,NR,30-60,60-90,NR,30-60,NR,30-60,0-30,60-90,0-30,0,30-60,0-30,0,30-60,0-30,0,NR,60-90,30-60,30-60,0-30,0-30,0,60-90,0-30,0-30,NR,0-30,NR,30-60,0,NR,NR,NR,NR,30-60,60-90
2020-12-08T19:29:31.476Z,e43e8ad403c7b0839e4f2e6fa83fc22f,0,90-120,0,0,NR,30-60,60-90,NR,60-90,0-30,0-30,NR,0-30,0-30,30-60,NR,NR,NR,30-60,60-90,NR,30-60,NR,30-60,0-30,60-90,0-30,0,30-60,0-30,0,30-60,0-30,0,NR,60-90,30-60,30-60,0-30,0-30,0,60-90,0-30,0-30,NR,0-30,NR,30-60,0,NR,NR,NR,NR,30-60,60-90
2020-12-08T19:39:36.552Z,040bd644b965366cc24951a869dc9d3c,0,90-120,0,0,NR,30-60,60-90,NR,60-90,0-30,0-30,NR,0-30,0-30,30-60,NR,NR,NR,30-60,30-60,NR,30-60,NR,30-60,0-30,60-90,0-30,0,30-60,0-30,0,30-60,0-30,0,NR,60-90,30-60,30-60,0-30,0-30,0,60-90,0-30,0-30,NR,0-30,NR,30-60,0,NR,NR,NR,NR,30-60,60-90
